출발행정코드,출발도,출발시,출발동,출발 주소,도착행정코드,도착도,도착시,도착동,도착 주소,위도,경도
5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,,
5011025300,제주특별자치도,제주시,애월읍,제주특별자치도 제주시 애월읍,5011031000,제주특별자치도,제주시,한경면,제주특별자치도 제주시 한경면,,
5011031000,제주특별자치도,제주시,한경면,제주특별자치도 제주시 한경면,5011025300,제주특별자치도,제주시,애월읍,제주특별자치도 제주시 애월읍,,
5011058000,제주특별자치도,제주시,용담2동,제주특별자치도 제주시 용담2동,5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,,
5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,,
5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,,
5011060000,제주특별자치도,제주시,화북동,제주특별자치도 제주시 화북동,5011068000,제주특별자치도,제주시,이호동,제주특별자치도 제주시 이호동,,
5011068000,제주특별자치도,제주시,이호동,제주특별자치도 제주시 이호동,5011060000,제주특별자치도,제주시,화북동,제주특별자치도 제주시 화북동,,
5013025300,제주특별자치도,서귀포시,남원읍,제주특별자치도 서귀포시 남원읍,5013025300,제주특별자치도,서귀포시,남원읍,제주특별자치도 서귀포시 남원읍,,
5013025300,제주특별자치도,서귀포시,남원읍,제주특별자치도 서귀포시 남원읍,5013025300,제주특별자치도,서귀포시,남원읍,제주특별자치도 서귀포시 남원읍,,
5013025300,제주특별자치도,서귀포시,남원읍,제주특별자치도 서귀포시 남원읍,2914076000,광주광역시,서구,화정1동,광주광역시 서구 화정1동,,
5011066000,제주특별자치도,제주시,노형동,제주특별자치도 제주시 노형동,5011066000,제주특별자치도,제주시,노형동,제주특별자치도 제주시 노형동,,
5011066000,제주특별자치도,제주시,노형동,제주특별자치도 제주시 노형동,5011066000,제주특별자치도,제주시,노형동,제주특별자치도 제주시 노형동,,
5011066000,제주특별자치도,제주시,노형동,제주특별자치도 제주시 노형동,5011066000,제주특별자치도,제주시,노형동,제주특별자치도 제주시 노형동,,
5011066000,제주특별자치도,제주시,노형동,제주특별자치도 제주시 노형동,5011066000,제주특별자치도,제주시,노형동,제주특별자치도 제주시 노형동,,
5011066000,제주특별자치도,제주시,노형동,제주특별자치도 제주시 노형동,5011066000,제주특별자치도,제주시,노형동,제주특별자치도 제주시 노형동,,
5011066000,제주특별자치도,제주시,노형동,제주특별자치도 제주시 노형동,5011058000,제주특별자치도,제주시,용담2동,제주특별자치도 제주시 용담2동,,
5011058000,제주특별자치도,제주시,용담2동,제주특별자치도 제주시 용담2동,5011066000,제주특별자치도,제주시,노형동,제주특별자치도 제주시 노형동,,
5011061000,제주특별자치도,제주시,삼양동,제주특별자치도 제주시 삼양동,5011066000,제주특별자치도,제주시,노형동,제주특별자치도 제주시 노형동,,
5011066000,제주특별자치도,제주시,노형동,제주특별자치도 제주시 노형동,5011061000,제주특별자치도,제주시,삼양동,제주특별자치도 제주시 삼양동,,
5011059000,제주특별자치도,제주시,건입동,제주특별자치도 제주시 건입동,5011052000,제주특별자치도,제주시,일도2동,제주특별자치도 제주시 일도2동,,
5011052000,제주특별자치도,제주시,일도2동,제주특별자치도 제주시 일도2동,5011052000,제주특별자치도,제주시,일도2동,제주특별자치도 제주시 일도2동,,
5011052000,제주특별자치도,제주시,일도2동,제주특별자치도 제주시 일도2동,5011059000,제주특별자치도,제주시,건입동,제주특별자치도 제주시 건입동,,
5011025300,제주특별자치도,제주시,애월읍,제주특별자치도 제주시 애월읍,5011025300,제주특별자치도,제주시,애월읍,제주특별자치도 제주시 애월읍,,
5011025300,제주특별자치도,제주시,애월읍,제주특별자치도 제주시 애월읍,5011025300,제주특별자치도,제주시,애월읍,제주특별자치도 제주시 애월읍,,
5011025300,제주특별자치도,제주시,애월읍,제주특별자치도 제주시 애월읍,5011025300,제주특별자치도,제주시,애월읍,제주특별자치도 제주시 애월읍,,
5011066000,제주특별자치도,제주시,노형동,제주특별자치도 제주시 노형동,5013062000,제주특별자치도,서귀포시,예래동,제주특별자치도 서귀포시 예래동,,
5013062000,제주특별자치도,서귀포시,예래동,제주특별자치도 서귀포시 예래동,5011025000,제주특별자치도,제주시,한림읍,제주특별자치도 제주시 한림읍,,
5011025000,제주특별자치도,제주시,한림읍,제주특별자치도 제주시 한림읍,5011066000,제주특별자치도,제주시,노형동,제주특별자치도 제주시 노형동,,
5011067000,제주특별자치도,제주시,외도동,제주특별자치도 제주시 외도동,5011067000,제주특별자치도,제주시,외도동,제주특별자치도 제주시 외도동,,
5011067000,제주특별자치도,제주시,외도동,제주특별자치도 제주시 외도동,5011067000,제주특별자치도,제주시,외도동,제주특별자치도 제주시 외도동,,
5011025300,제주특별자치도,제주시,애월읍,제주특별자치도 제주시 애월읍,5011067000,제주특별자치도,제주시,외도동,제주특별자치도 제주시 외도동,,
5011067000,제주특별자치도,제주시,외도동,제주특별자치도 제주시 외도동,5011025300,제주특별자치도,제주시,애월읍,제주특별자치도 제주시 애월읍,,
5011025300,제주특별자치도,제주시,애월읍,제주특별자치도 제주시 애월읍,5011025300,제주특별자치도,제주시,애월읍,제주특별자치도 제주시 애월읍,,
5013059000,제주특별자치도,서귀포시,대륜동,제주특별자치도 서귀포시 대륜동,5013061000,제주특별자치도,서귀포시,중문동,제주특별자치도 서귀포시 중문동,,
5013061000,제주특별자치도,서귀포시,중문동,제주특별자치도 서귀포시 중문동,5011031000,제주특별자치도,제주시,한경면,제주특별자치도 제주시 한경면,,
5011031000,제주특별자치도,제주시,한경면,제주특별자치도 제주시 한경면,5013059000,제주특별자치도,서귀포시,대륜동,제주특별자치도 서귀포시 대륜동,,
5013059000,제주특별자치도,서귀포시,대륜동,제주특별자치도 서귀포시 대륜동,5013059000,제주특별자치도,서귀포시,대륜동,제주특별자치도 서귀포시 대륜동,,
5013059000,제주특별자치도,서귀포시,대륜동,제주특별자치도 서귀포시 대륜동,5013059000,제주특별자치도,서귀포시,대륜동,제주특별자치도 서귀포시 대륜동,,
5013059000,제주특별자치도,서귀포시,대륜동,제주특별자치도 서귀포시 대륜동,5011031000,제주특별자치도,제주시,한경면,제주특별자치도 제주시 한경면,,
5011031000,제주특별자치도,제주시,한경면,제주특별자치도 제주시 한경면,5013059000,제주특별자치도,서귀포시,대륜동,제주특별자치도 서귀포시 대륜동,,
5013059000,제주특별자치도,서귀포시,대륜동,제주특별자치도 서귀포시 대륜동,5013059000,제주특별자치도,서귀포시,대륜동,제주특별자치도 서귀포시 대륜동,,
5013025900,제주특별자치도,서귀포시,성산읍,제주특별자치도 서귀포시 성산읍,5013025900,제주특별자치도,서귀포시,성산읍,제주특별자치도 서귀포시 성산읍,,
5011063000,제주특별자치도,제주시,아라동,제주특별자치도 제주시 아라동,5011055000,제주특별자치도,제주시,삼도1동,제주특별자치도 제주시 삼도1동,,
5011063000,제주특별자치도,제주시,아라동,제주특별자치도 제주시 아라동,5011063000,제주특별자치도,제주시,아라동,제주특별자치도 제주시 아라동,,
5011055000,제주특별자치도,제주시,삼도1동,제주특별자치도 제주시 삼도1동,5011063000,제주특별자치도,제주시,아라동,제주특별자치도 제주시 아라동,,
5011063000,제주특별자치도,제주시,아라동,제주특별자치도 제주시 아라동,5011063000,제주특별자치도,제주시,아라동,제주특별자치도 제주시 아라동,,
5013060000,제주특별자치도,서귀포시,대천동,제주특별자치도 서귀포시 대천동,5011025000,제주특별자치도,제주시,한림읍,제주특별자치도 제주시 한림읍,,
5011025000,제주특별자치도,제주시,한림읍,제주특별자치도 제주시 한림읍,5011025000,제주특별자치도,제주시,한림읍,제주특별자치도 제주시 한림읍,,
5011025000,제주특별자치도,제주시,한림읍,제주특별자치도 제주시 한림읍,5011025000,제주특별자치도,제주시,한림읍,제주특별자치도 제주시 한림읍,,
5011025000,제주특별자치도,제주시,한림읍,제주특별자치도 제주시 한림읍,5013056000,제주특별자치도,서귀포시,영천동,제주특별자치도 서귀포시 영천동,,
5013056000,제주특별자치도,서귀포시,영천동,제주특별자치도 서귀포시 영천동,5013053000,제주특별자치도,서귀포시,중앙동,제주특별자치도 서귀포시 중앙동,,
5013053000,제주특별자치도,서귀포시,중앙동,제주특별자치도 서귀포시 중앙동,5013060000,제주특별자치도,서귀포시,대천동,제주특별자치도 서귀포시 대천동,,
5013057000,제주특별자치도,서귀포시,동홍동,제주특별자치도 서귀포시 동홍동,5013057000,제주특별자치도,서귀포시,동홍동,제주특별자치도 서귀포시 동홍동,,
5013057000,제주특별자치도,서귀포시,동홍동,제주특별자치도 서귀포시 동홍동,5013061000,제주특별자치도,서귀포시,중문동,제주특별자치도 서귀포시 중문동,,
5013061000,제주특별자치도,서귀포시,중문동,제주특별자치도 서귀포시 중문동,5013059000,제주특별자치도,서귀포시,대륜동,제주특별자치도 서귀포시 대륜동,,
5013059000,제주특별자치도,서귀포시,대륜동,제주특별자치도 서귀포시 대륜동,5013056000,제주특별자치도,서귀포시,영천동,제주특별자치도 서귀포시 영천동,,
5013056000,제주특별자치도,서귀포시,영천동,제주특별자치도 서귀포시 영천동,5013057000,제주특별자치도,서귀포시,동홍동,제주특별자치도 서귀포시 동홍동,,
5013057000,제주특별자치도,서귀포시,동홍동,제주특별자치도 서귀포시 동홍동,5013057000,제주특별자치도,서귀포시,동홍동,제주특별자치도 서귀포시 동홍동,,
5011068000,제주특별자치도,제주시,이호동,제주특별자치도 제주시 이호동,5011069000,제주특별자치도,제주시,도두동,제주특별자치도 제주시 도두동,,
5011069000,제주특별자치도,제주시,도두동,제주특별자치도 제주시 도두동,5011068000,제주특별자치도,제주시,이호동,제주특별자치도 제주시 이호동,,
5011068000,제주특별자치도,제주시,이호동,제주특별자치도 제주시 이호동,5011068000,제주특별자치도,제주시,이호동,제주특별자치도 제주시 이호동,,
5011068000,제주특별자치도,제주시,이호동,제주특별자치도 제주시 이호동,5011068000,제주특별자치도,제주시,이호동,제주특별자치도 제주시 이호동,,
5011064000,제주특별자치도,제주시,오라동,제주특별자치도 제주시 오라동,5011064000,제주특별자치도,제주시,오라동,제주특별자치도 제주시 오라동,,
5011064000,제주특별자치도,제주시,오라동,제주특별자치도 제주시 오라동,5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,,
5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,5011064000,제주특별자치도,제주시,오라동,제주특별자치도 제주시 오라동,,
5011064000,제주특별자치도,제주시,오라동,제주특별자치도 제주시 오라동,5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,,
5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,5011060000,제주특별자치도,제주시,화북동,제주특별자치도 제주시 화북동,,
5011060000,제주특별자치도,제주시,화북동,제주특별자치도 제주시 화북동,5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,,
5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,,
5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,,
5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,5011064000,제주특별자치도,제주시,오라동,제주특별자치도 제주시 오라동,,
5011064000,제주특별자치도,제주시,오라동,제주특별자치도 제주시 오라동,5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,,
5011025600,제주특별자치도,제주시,구좌읍,제주특별자치도 제주시 구좌읍,5011025600,제주특별자치도,제주시,구좌읍,제주특별자치도 제주시 구좌읍,,
5011025600,제주특별자치도,제주시,구좌읍,제주특별자치도 제주시 구좌읍,5011025600,제주특별자치도,제주시,구좌읍,제주특별자치도 제주시 구좌읍,,
5011052000,제주특별자치도,제주시,일도2동,제주특별자치도 제주시 일도2동,5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,,
5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,5013060000,제주특별자치도,서귀포시,대천동,제주특별자치도 서귀포시 대천동,,
5013059000,제주특별자치도,서귀포시,대륜동,제주특별자치도 서귀포시 대륜동,5013025300,제주특별자치도,서귀포시,남원읍,제주특별자치도 서귀포시 남원읍,,
5013060000,제주특별자치도,서귀포시,대천동,제주특별자치도 서귀포시 대천동,5013059000,제주특별자치도,서귀포시,대륜동,제주특별자치도 서귀포시 대륜동,,
5013025300,제주특별자치도,서귀포시,남원읍,제주특별자치도 서귀포시 남원읍,5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,,
5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,5011063000,제주특별자치도,제주시,아라동,제주특별자치도 제주시 아라동,,
5011063000,제주특별자치도,제주시,아라동,제주특별자치도 제주시 아라동,5011052000,제주특별자치도,제주시,일도2동,제주특별자치도 제주시 일도2동,,
5011063000,제주특별자치도,제주시,아라동,제주특별자치도 제주시 아라동,5011063000,제주특별자치도,제주시,아라동,제주특별자치도 제주시 아라동,,
5013058000,제주특별자치도,서귀포시,서홍동,제주특별자치도 서귀포시 서홍동,5011058000,제주특별자치도,제주시,용담2동,제주특별자치도 제주시 용담2동,,
5011058000,제주특별자치도,제주시,용담2동,제주특별자치도 제주시 용담2동,5011025300,제주특별자치도,제주시,애월읍,제주특별자치도 제주시 애월읍,,
5011025300,제주특별자치도,제주시,애월읍,제주특별자치도 제주시 애월읍,5013062000,제주특별자치도,서귀포시,예래동,제주특별자치도 서귀포시 예래동,,
5013062000,제주특별자치도,서귀포시,예래동,제주특별자치도 서귀포시 예래동,5013058000,제주특별자치도,서귀포시,서홍동,제주특별자치도 서귀포시 서홍동,,
5011068000,제주특별자치도,제주시,이호동,제주특별자치도 제주시 이호동,5011058000,제주특별자치도,제주시,용담2동,제주특별자치도 제주시 용담2동,,
5011058000,제주특별자치도,제주시,용담2동,제주특별자치도 제주시 용담2동,5011068000,제주특별자치도,제주시,이호동,제주특별자치도 제주시 이호동,,
5013061000,제주특별자치도,서귀포시,중문동,제주특별자치도 서귀포시 중문동,5013061000,제주특별자치도,서귀포시,중문동,제주특별자치도 서귀포시 중문동,,
5013061000,제주특별자치도,서귀포시,중문동,제주특별자치도 서귀포시 중문동,5013061000,제주특별자치도,서귀포시,중문동,제주특별자치도 서귀포시 중문동,,
5013059000,제주특별자치도,서귀포시,대륜동,제주특별자치도 서귀포시 대륜동,5013059000,제주특별자치도,서귀포시,대륜동,제주특별자치도 서귀포시 대륜동,,
5013059000,제주특별자치도,서귀포시,대륜동,제주특별자치도 서귀포시 대륜동,5013059000,제주특별자치도,서귀포시,대륜동,제주특별자치도 서귀포시 대륜동,,
5013059000,제주특별자치도,서귀포시,대륜동,제주특별자치도 서귀포시 대륜동,5013059000,제주특별자치도,서귀포시,대륜동,제주특별자치도 서귀포시 대륜동,,
5013061000,제주특별자치도,서귀포시,중문동,제주특별자치도 서귀포시 중문동,5013061000,제주특별자치도,서귀포시,중문동,제주특별자치도 서귀포시 중문동,,
5013061000,제주특별자치도,서귀포시,중문동,제주특별자치도 서귀포시 중문동,5013061000,제주특별자치도,서귀포시,중문동,제주특별자치도 서귀포시 중문동,,
5011058000,제주특별자치도,제주시,용담2동,제주특별자치도 제주시 용담2동,5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,,
5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,5011066000,제주특별자치도,제주시,노형동,제주특별자치도 제주시 노형동,,
5011066000,제주특별자치도,제주시,노형동,제주특별자치도 제주시 노형동,5011066000,제주특별자치도,제주시,노형동,제주특별자치도 제주시 노형동,,
5011066000,제주특별자치도,제주시,노형동,제주특별자치도 제주시 노형동,5011058000,제주특별자치도,제주시,용담2동,제주특별자치도 제주시 용담2동,,
5011025000,제주특별자치도,제주시,한림읍,제주특별자치도 제주시 한림읍,5013025000,제주특별자치도,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍,,
5013025000,제주특별자치도,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍,5011031000,제주특별자치도,제주시,한경면,제주특별자치도 제주시 한경면,,
5011031000,제주특별자치도,제주시,한경면,제주특별자치도 제주시 한경면,5011025000,제주특별자치도,제주시,한림읍,제주특별자치도 제주시 한림읍,,
5011025000,제주특별자치도,제주시,한림읍,제주특별자치도 제주시 한림읍,5011025000,제주특별자치도,제주시,한림읍,제주특별자치도 제주시 한림읍,,
5011025600,제주특별자치도,제주시,구좌읍,제주특별자치도 제주시 구좌읍,5011025600,제주특별자치도,제주시,구좌읍,제주특별자치도 제주시 구좌읍,,
5011025600,제주특별자치도,제주시,구좌읍,제주특별자치도 제주시 구좌읍,5011025600,제주특별자치도,제주시,구좌읍,제주특별자치도 제주시 구좌읍,,
5011025600,제주특별자치도,제주시,구좌읍,제주특별자치도 제주시 구좌읍,5011025600,제주특별자치도,제주시,구좌읍,제주특별자치도 제주시 구좌읍,,
5011025600,제주특별자치도,제주시,구좌읍,제주특별자치도 제주시 구좌읍,5011025600,제주특별자치도,제주시,구좌읍,제주특별자치도 제주시 구좌읍,,
5011025600,제주특별자치도,제주시,구좌읍,제주특별자치도 제주시 구좌읍,5011025600,제주특별자치도,제주시,구좌읍,제주특별자치도 제주시 구좌읍,,
5011025600,제주특별자치도,제주시,구좌읍,제주특별자치도 제주시 구좌읍,5011025600,제주특별자치도,제주시,구좌읍,제주특별자치도 제주시 구좌읍,,
5011062000,제주특별자치도,제주시,봉개동,제주특별자치도 제주시 봉개동,5011058000,제주특별자치도,제주시,용담2동,제주특별자치도 제주시 용담2동,,
5011058000,제주특별자치도,제주시,용담2동,제주특별자치도 제주시 용담2동,5011062000,제주특별자치도,제주시,봉개동,제주특별자치도 제주시 봉개동,,
5011052000,제주특별자치도,제주시,일도2동,제주특별자치도 제주시 일도2동,5011052000,제주특별자치도,제주시,일도2동,제주특별자치도 제주시 일도2동,,
5011052000,제주특별자치도,제주시,일도2동,제주특별자치도 제주시 일도2동,5011055000,제주특별자치도,제주시,삼도1동,제주특별자치도 제주시 삼도1동,,
5011055000,제주특별자치도,제주시,삼도1동,제주특별자치도 제주시 삼도1동,5011052000,제주특별자치도,제주시,일도2동,제주특별자치도 제주시 일도2동,,
5011067000,제주특별자치도,제주시,외도동,제주특별자치도 제주시 외도동,5011025000,제주특별자치도,제주시,한림읍,제주특별자치도 제주시 한림읍,,
5011025000,제주특별자치도,제주시,한림읍,제주특별자치도 제주시 한림읍,5011067000,제주특별자치도,제주시,외도동,제주특별자치도 제주시 외도동,,
5011025000,제주특별자치도,제주시,한림읍,제주특별자치도 제주시 한림읍,5013025000,제주특별자치도,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍,,
5013025000,제주특별자치도,서귀포시,대정읍,제주특별자치도 서귀포시 대정읍,5011031000,제주특별자치도,제주시,한경면,제주특별자치도 제주시 한경면,,
5011031000,제주특별자치도,제주시,한경면,제주특별자치도 제주시 한경면,5011025000,제주특별자치도,제주시,한림읍,제주특별자치도 제주시 한림읍,,
5011025000,제주특별자치도,제주시,한림읍,제주특별자치도 제주시 한림읍,5011025000,제주특별자치도,제주시,한림읍,제주특별자치도 제주시 한림읍,,
5011058000,제주특별자치도,제주시,용담2동,제주특별자치도 제주시 용담2동,5011063000,제주특별자치도,제주시,아라동,제주특별자치도 제주시 아라동,,
5011063000,제주특별자치도,제주시,아라동,제주특별자치도 제주시 아라동,5011066000,제주특별자치도,제주시,노형동,제주특별자치도 제주시 노형동,,
5011066000,제주특별자치도,제주시,노형동,제주특별자치도 제주시 노형동,5011058000,제주특별자치도,제주시,용담2동,제주특별자치도 제주시 용담2동,,
5011025600,제주특별자치도,제주시,구좌읍,제주특별자치도 제주시 구좌읍,5011025600,제주특별자치도,제주시,구좌읍,제주특별자치도 제주시 구좌읍,,
5011025600,제주특별자치도,제주시,구좌읍,제주특별자치도 제주시 구좌읍,5011025600,제주특별자치도,제주시,구좌읍,제주특별자치도 제주시 구좌읍,,
5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,5011057000,제주특별자치도,제주시,용담1동,제주특별자치도 제주시 용담1동,,
5011057000,제주특별자치도,제주시,용담1동,제주특별자치도 제주시 용담1동,5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,,
5011032000,제주특별자치도,제주시,추자면,제주특별자치도 제주시 추자면,5011066000,제주특별자치도,제주시,노형동,제주특별자치도 제주시 노형동,,
5011066000,제주특별자치도,제주시,노형동,제주특별자치도 제주시 노형동,5011061000,제주특별자치도,제주시,삼양동,제주특별자치도 제주시 삼양동,,
5011061000,제주특별자치도,제주시,삼양동,제주특별자치도 제주시 삼양동,5011025900,제주특별자치도,제주시,조천읍,제주특별자치도 제주시 조천읍,,
5011061000,제주특별자치도,제주시,삼양동,제주특별자치도 제주시 삼양동,5011064000,제주특별자치도,제주시,오라동,제주특별자치도 제주시 오라동,,
5011064000,제주특별자치도,제주시,오라동,제주특별자치도 제주시 오라동,5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,,
5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,5011061000,제주특별자치도,제주시,삼양동,제주특별자치도 제주시 삼양동,,
5011053000,제주특별자치도,제주시,이도1동,제주특별자치도 제주시 이도1동,5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,,
5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,5011053000,제주특별자치도,제주시,이도1동,제주특별자치도 제주시 이도1동,,
5011053000,제주특별자치도,제주시,이도1동,제주특별자치도 제주시 이도1동,5011058000,제주특별자치도,제주시,용담2동,제주특별자치도 제주시 용담2동,,
5011058000,제주특별자치도,제주시,용담2동,제주특별자치도 제주시 용담2동,1150062000,서울특별시,강서구,공항동,서울특별시 강서구 공항동,,
5011025900,제주특별자치도,제주시,조천읍,제주특별자치도 제주시 조천읍,5011060000,제주특별자치도,제주시,화북동,제주특별자치도 제주시 화북동,,
5011060000,제주특별자치도,제주시,화북동,제주특별자치도 제주시 화북동,5011025900,제주특별자치도,제주시,조천읍,제주특별자치도 제주시 조천읍,,
5011025900,제주특별자치도,제주시,조천읍,제주특별자치도 제주시 조천읍,5011025900,제주특별자치도,제주시,조천읍,제주특별자치도 제주시 조천읍,,
5011025900,제주특별자치도,제주시,조천읍,제주특별자치도 제주시 조천읍,5011025900,제주특별자치도,제주시,조천읍,제주특별자치도 제주시 조천읍,,
5011061000,제주특별자치도,제주시,삼양동,제주특별자치도 제주시 삼양동,5011059000,제주특별자치도,제주시,건입동,제주특별자치도 제주시 건입동,,
5011059000,제주특별자치도,제주시,건입동,제주특별자치도 제주시 건입동,5011061000,제주특별자치도,제주시,삼양동,제주특별자치도 제주시 삼양동,,
5011025900,제주특별자치도,제주시,조천읍,제주특별자치도 제주시 조천읍,5011025900,제주특별자치도,제주시,조천읍,제주특별자치도 제주시 조천읍,,
5011025900,제주특별자치도,제주시,조천읍,제주특별자치도 제주시 조천읍,5011025900,제주특별자치도,제주시,조천읍,제주특별자치도 제주시 조천읍,,
5011025900,제주특별자치도,제주시,조천읍,제주특별자치도 제주시 조천읍,5011025900,제주특별자치도,제주시,조천읍,제주특별자치도 제주시 조천읍,,
5011025900,제주특별자치도,제주시,조천읍,제주특별자치도 제주시 조천읍,5011025900,제주특별자치도,제주시,조천읍,제주특별자치도 제주시 조천읍,,
5011052000,제주특별자치도,제주시,일도2동,제주특별자치도 제주시 일도2동,5011066000,제주특별자치도,제주시,노형동,제주특별자치도 제주시 노형동,,
5011066000,제주특별자치도,제주시,노형동,제주특별자치도 제주시 노형동,5011052000,제주특별자치도,제주시,일도2동,제주특별자치도 제주시 일도2동,,
5011025600,제주특별자치도,제주시,구좌읍,제주특별자치도 제주시 구좌읍,5011025900,제주특별자치도,제주시,조천읍,제주특별자치도 제주시 조천읍,,
5011025900,제주특별자치도,제주시,조천읍,제주특별자치도 제주시 조천읍,5011025600,제주특별자치도,제주시,구좌읍,제주특별자치도 제주시 구좌읍,,
5011057000,제주특별자치도,제주시,용담1동,제주특별자치도 제주시 용담1동,5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,,
5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,,
5011054000,제주특별자치도,제주시,이도2동,제주특별자치도 제주시 이도2동,5011057000,제주특별자치도,제주시,용담1동,제주특별자치도 제주시 용담1동,,
5011025300,제주특별자치도,제주시,애월읍,제주특별자치도 제주시 애월읍,5013025900,제주특별자치도,서귀포시,성산읍,제주특별자치도 서귀포시 성산읍,,
5013025900,제주특별자치도,서귀포시,성산읍,제주특별자치도 서귀포시 성산읍,5011025300,제주특별자치도,제주시,애월읍,제주특별자치도 제주시 애월읍,,
5011025300,제주특별자치도,제주시,애월읍,제주특별자치도 제주시 애월읍,5013061000,제주특별자치도,서귀포시,중문동,제주특별자치도 서귀포시 중문동,,
5013061000,제주특별자치도,서귀포시,중문동,제주특별자치도 서귀포시 중문동,5011025000,제주특별자치도,제주시,한림읍,제주특별자치도 제주시 한림읍,,
5011056000,제주특별자치도,제주시,삼도2동,제주특별자치도 제주시 삼도2동,5011056000,제주특별자치도,제주시,삼도2동,제주특별자치도 제주시 삼도2동,,
5011056000,제주특별자치도,제주시,삼도2동,제주특별자치도 제주시 삼도2동,5011052000,제주특별자치도,제주시,일도2동,제주특별자치도 제주시 일도2동,,
5011052000,제주특별자치도,제주시,일도2동,제주특별자치도 제주시 일도2동,5011065000,제주특별자치도,제주시,연동,제주특별자치도 제주시 연동,,
5013057000,제주특별자치도,서귀포시,동홍동,제주특별자치도 서귀포시 동홍동,5013032000,제주특별자치도,서귀포시,표선면,제주특별자치도 서귀포시 표선면,,
5013032000,제주특별자치도,서귀포시,표선면,제주특별자치도 서귀포시 표선면,5013032000,제주특별자치도,서귀포시,표선면,제주특별자치도 서귀포시 표선면,,
5013032000,제주특별자치도,서귀포시,표선면,제주특별자치도 서귀포시 표선면,5013059000,제주특별자치도,서귀포시,대륜동,제주특별자치도 서귀포시 대륜동,,
5013059000,제주특별자치도,서귀포시,대륜동,제주특별자치도 서귀포시 대륜동,5013057000,제주특별자치도,서귀포시,동홍동,제주특별자치도 서귀포시 동홍동,,
5013057000,제주특별자치도,서귀포시,동홍동,제주특별자치도 서귀포시 동홍동,5013057000,제주특별자치도,서귀포시,동홍동,제주특별자치도 서귀포시 동홍동,,
5013057000,제주특별자치도,서귀포시,동홍동,제주특별자치도 서귀포시 동홍동,5013057000,제주특별자치도,서귀포시,동홍동,제주특별자치도 서귀포시 동홍동,,
5013031000,제주특별자치도,서귀포시,안덕면,제주특별자치도 서귀포시 안덕면,3611055000,세종특별자치시, ,고운동,세종특별자치시   고운동,,
5011065000,제주특별자치도,제주시,연동,제주특별자치도 제주시 연동,5011065000,제주특별자치도,제주시,연동,제주특별자치도 제주시 연동,,
5011065000,제주특별자치도,제주시,연동,제주특별자치도 제주시 연동,5011065000,제주특별자치도,제주시,연동,제주특별자치도 제주시 연동,,
5013025300,제주특별자치도,서귀포시,남원읍,제주특별자치도 서귀포시 남원읍,5013025300,제주특별자치도,서귀포시,남원읍,제주특별자치도 서귀포시 남원읍,,
